RegionID,SizeRank,RegionName,RegionType,State,Metro,CountyName,Rent
31635,754,Framingham,city,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2319.92149758454
10484,755,Bolingbrook,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,2379.45555555556
12386,756,Lilburn,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2102.40119047619
41643,757,West Lafayette,city,IN,"Lafayette-West Lafayette, IN",Tippecanoe County,1733.26006688963
31070,759,Council Bluffs,city,IA,"Omaha-Council Bluffs, NE-IA",Pottawattamie County,1290.9246031746
18480,760,Harrisonburg,city,VA,"Harrisonburg, VA",Rockingham County,1699.84610814023
32006,761,Hendersonville,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,1633.07886136911
4216,762,Corvallis,city,OR,"Corvallis, OR",Benton County,1869.8983974359
41054,763,Statesville,city,NC,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,1675.71680911681
21412,764,Yorba Linda,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3986.16666666667
5239,765,Huntersville,city,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1939.20340501792
16838,766,Auburn,city,AL,"Auburn-Opelika, AL",Lee County,1699.05824915825
46400,767,Maple Grove,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2012.18333333333
21174,768,Waterloo,city,IA,"Waterloo-Cedar Falls, IA",Black Hawk County,862.682441397612
25108,769,Hickory,city,NC,"Hickory-Lenoir-Morganton, NC",Catawba County,1384.64685314685
27991,770,Winter Garden,city,FL,"Orlando-Kissimmee-Sanford, FL",Orange County,2461.02235296521
53076,771,Lutz,city,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,1960.94046398046
18453,772,Hanford,city,CA,"Hanford-Corcoran, CA",Kings County,1612.53703703704
50226,773,Lehi,city,UT,"Provo-Orem, UT",Utah County,2203.45726495727
6885,774,Saint Cloud,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Sherburne County,1221.80341880342
26362,775,Palatine,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1938.94783834586
19870,776,Passaic,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,2082.16666666667
51752,778,Dubuque,city,IA,"Dubuque, IA",Dubuque County,1012.19696969697
39076,779,Huntington Park,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1701.52777777778
20665,780,Stockbridge,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,1644.81301462753
24319,781,Davenport,city,FL,"Lakeland-Winter Haven, FL",Polk County,1968.95292397661
26197,782,North Richland Hills,city,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1512.82271218587
53985,783,Powder Springs,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2068.5
7367,784,Tamarac,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2155.76074074074
20536,785,Snohomish,city,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2781.07142857143
52390,786,Hammond,city,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1488.71296296296
8043,787,Ypsilanti,city,MI,"Ann Arbor, MI",Washtenaw County,1473.08417508417
4032,788,Centreville,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2400.53205128205
41574,789,Waterford,city,MI,"Detroit-Warren-Dearborn, MI",Oakland County,1607.77777777778
30210,790,Ames,city,IA,"Ames, IA",Story County,1194.45894671366
25489,791,Lakewood,city,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,1704.45446507515
10428,792,Blaine,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,1871.30357142857
39604,793,Mansfield,city,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1701.66218820862
33612,794,Redondo Beach,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3553.91376015514
26374,795,Palo Alto,city,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3737.03407407407
51806,796,East Orange,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,2086.33613445378
840336,797,Ithaca,city,NY,"Ithaca, NY",Tompkins County,2197.99029304029
11141,798,Dover,city,DE,"Dover, DE",Kent County,1651.45622895623
45251,799,Fayetteville,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,2235.51944444444
52683,801,Jefferson City,city,MO,"Jefferson City, MO",Cole County,1089.49074074074
50783,802,Atascocita,city,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1910.79674208145
16697,803,Alameda,city,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2650.79975845411
40036,804,Norristown,city,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,1726.26296296296
17845,806,Eagan,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,1637.58557625949
51536,807,Cookeville,city,TN,"Cookeville, TN",Putnam County,1462.31515151515
40415,808,Portland,city,ME,"Portland-South Portland, ME",Cumberland County,2310.91845091845
41333,809,Union City,city,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2500.28366013072
48569,810,Woodland,city,CA,"Sacramento-Roseville-Folsom, CA",Yolo County,2117.49675324675
10889,811,Cocoa,city,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County,1968.85081585082
30394,812,Bel Air,city,MD,"Baltimore-Columbia-Towson, MD",Harford County,2006.94166666667
19055,813,Littleton,city,CO,"Denver-Aurora-Lakewood, CO",Jefferson County,1911.94095539618
34683,814,Waukesha,city,WI,"Milwaukee-Waukesha, WI",Waukesha County,1360.81944444444
38272,815,Easley,city,SC,"Greenville-Anderson, SC",Pickens County,1499.07792207792
20322,816,Salisbury,city,MD,"Salisbury, MD-DE",Wicomico County,1555.85521885522
25221,817,Huntsville,city,TX,"Huntsville, TX",Walker County,1299.07407407407
27812,818,Weatherford,city,TX,"Dallas-Fort Worth-Arlington, TX",Parker County,1519.86944444444
54791,819,Union City,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2363.15384615385
32697,820,Maricopa,city,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1845.4508115864
48210,821,Valrico,city,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2372.69259259259
16971,822,Bellevue,city,NE,"Omaha-Council Bluffs, NE-IA",Sarpy County,1372.88855820106
10727,823,Casa Grande,city,AZ,"Phoenix-Mesa-Chandler, AZ",Pinal County,1592.43487394958
45689,824,Haverhill,city,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,2321.57083333333
25784,825,Massillon,city,OH,"Canton-Massillon, OH",Stark County,1049.30555555556
25534,826,Lebanon,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,1623.25092592593
7039,828,Shawnee,city,KS,"Kansas City, MO-KS",Johnson County,1331.92962962963
44955,829,Doral,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2847.43647742953
50749,830,Arcadia,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3341.4375
5395,831,Kenner,city,LA,"New Orleans-Metairie, LA",Jefferson Parish,1634.66666666667
32616,832,Lynwood,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2037.5
21080,833,Vienna,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,3073.39351851852
14138,834,Tigard,city,OR,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,1887.03086419753
53752,835,Oshkosh,city,WI,"Oshkosh-Neenah, WI",Winnebago County,1115.92592592593
35641,836,Grove City,city,OH,"Columbus, OH",Franklin County,1631.32600732601
7886,837,Weston,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,3436.4638047138
53133,838,Manhattan,city,KS,"Manhattan, KS",Riley County,1309.89715845889
34725,839,West Bloomfield,city,MI,"Detroit-Warren-Dearborn, MI",Oakland County,2171.35707956761
11604,840,Gilroy,city,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3124.37142857143
5937,841,Middletown,city,NY,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,2162.38095238095
32572,843,Lorain,city,OH,"Cleveland-Elyria, OH",Lorain County,1122.61616161616
13343,844,Pocatello,city,ID,"Pocatello, ID",Bannock County,1091.28213507625
11170,845,Dundalk,city,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,1534.62124542125
17087,846,Bluffton,city,SC,"Hilton Head Island-Bluffton, SC",Beaufort County,2109.53529411765
28939,847,Malden,city,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2667.05509546814
42923,848,Pottstown,city,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,1507.24747474747
7837,849,West Des Moines,city,IA,"Des Moines-West Des Moines, IA",Polk County,1291.75217045002
6809,850,Rocklin,city,CA,"Sacramento-Roseville-Folsom, CA",Placer County,2562.72328042328
33256,851,Orland Park,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2401.94444444445
51173,852,Brunswick,city,GA,"Brunswick, GA",Glynn County,1606.01904761905
33498,853,Port Orange,city,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,1661.2410974611
30149,854,Albany,city,OR,"Albany-Lebanon, OR",Linn County,1721.48351648352
26938,855,Sammamish,city,WA,"Seattle-Tacoma-Bellevue, WA",King County,3306.40350877193
399216,856,Midland,city,MI,"Midland, MI",Midland County,1576.44920634921
53253,857,Medina,city,OH,"Cleveland-Elyria, OH",Medina County,1852.17063492064
39173,858,Johnstown,city,PA,"Johnstown, PA",Cambria County,817.952380952381
737790,859,Eastvale,city,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,3494.44444444445
30772,860,Carson City,city,NV,"Carson City, NV",Carson City,1798.10185185185
26620,861,Prescott,city,AZ,"Prescott Valley-Prescott, AZ",Yavapai County,1772.88167092924
6736,862,Reston,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2429.04131054131
14552,863,West Hartford,city,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,2279.02248677249
12665,864,Mechanicsville,city,VA,"Richmond, VA",Hanover County,2095.72222222222
32532,865,Little Elm,city,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,2264.49272727273
20639,866,Statesboro,city,GA,"Statesboro, GA",Bulloch County,1592.78303872054
6750,867,Richmond,city,KY,"Richmond-Berea, KY",Madison County,995.882352941177
4317,868,Decatur,city,AL,"Decatur, AL",Morgan County,1012.3696969697
34644,869,Waltham,city,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2883.13404634581
396053,870,Florence-Graham,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2347.5
13929,871,South San Francisco,city,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County,3616.64665661136
53145,872,Mansfield,city,OH,"Mansfield, OH",Richland County,834.964285714286
6923,873,San Luis Obispo,city,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,3363.33732057416
31125,874,Crown Point,city,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1931.9380952381
46084,875,La Crosse,city,WI,"La Crosse-Onalaska, WI-MN",La Crosse County,1115.94444444444
20831,876,Towson,city,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,1888.22137079608
10634,877,Burnsville,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,1498.89166666667
53026,878,Loganville,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,2244.84010577915
30993,879,Columbia,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,1537.86782172823
124464,880,Fountainbleau,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2443.04797824302
14541,881,West Chester,city,OH,"Cincinnati, OH-KY-IN",Butler County,1913.42895622896
27652,882,Valley Stream,city,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,3338.33333333333
51003,883,Biloxi,city,MS,"Gulfport-Biloxi, MS",Harrison County,1320.66083916084
25459,884,Laguna Niguel,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3176.76087321051
46749,885,Niagara Falls,city,NY,"Buffalo-Cheektowaga, NY",Niagara County,1125.29914529915
51751,886,Dublin,city,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,3017.71692292382
40387,887,Poinciana,city,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,1895.23656898657
30775,888,Cartersville,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,1693.10672570103
4515,889,Eden Prairie,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1748.12672364672
45473,890,Goldsboro,city,NC,"Goldsboro, NC",Wayne County,1449.02380952381
10940,891,Coon Rapids,city,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,1705.18106060606
33837,892,San Gabriel,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2774.88365800866
7378,893,Taylor,city,MI,"Detroit-Warren-Dearborn, MI",Wayne County,1410.83333333333
26592,894,Port Orchard,city,WA,"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,1902.24486461251
12597,895,Martinsburg,city,WV,"Hagerstown-Martinsburg, MD-WV",Berkeley County,1576.07037037037
38999,896,Hilliard,city,OH,"Columbus, OH",Franklin County,1632.98834498834
39894,897,Mount Juliet,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,2095.64447443395
17310,898,Carmichael,city,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,1772.42990810359
17188,899,Brookline,city,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,4302.02203952036
17545,900,Commerce City,city,CO,"Denver-Aurora-Lakewood, CO",Adams County,2636.66284695696
45299,901,Fond du Lac,city,WI,"Fond du Lac, WI",Fond du Lac County,1056.4
25092,902,Hendersonville,city,NC,"Asheville, NC",Henderson County,1984.98677248677
40038,903,North Bergen Township,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2687.19515669516
10137,904,Ankeny,city,IA,"Des Moines-West Des Moines, IA",Polk County,1477.03685897436
16554,905,Euless,city,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1585.59293394777
28060,906,Youngstown,city,OH,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,945
44878,907,Dearborn Heights,city,MI,"Detroit-Warren-Dearborn, MI",Wayne County,1507.85064935065
17974,908,Elyria,city,OH,"Cleveland-Elyria, OH",Lorain County,968.07619047619
33341,909,Pasadena,city,MD,"Baltimore-Columbia-Towson, MD",Anne Arundel County,2476.33333333333
39416,910,Levittown,city,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,1962.5
54592,911,Stuart,city,FL,"Port St. Lucie, FL",Martin County,2192.91388888889
20514,912,Skokie,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2394.56666666667
398123,913,Janesville,city,WI,"Janesville-Beloit, WI",Rock County,1161.26984126984
25953,914,Montebello,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2285.42857142857
46978,915,Panama City,city,FL,"Panama City, FL",Bay County,1844.89743589744
52587,916,Howell,city,MI,"Detroit-Warren-Dearborn, MI",Livingston County,2045.5
831676,917,Monroe,city,NY,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,2985.83333333333
6487,918,Phenix City,city,AL,"Columbus, GA-AL",Russell County,1303.5
18874,919,La Habra,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2695.7037037037
25495,920,Lancaster,city,OH,"Columbus, OH",Fairfield County,1201.57777777778
11455,921,Florence,city,AL,"Florence-Muscle Shoals, AL",Lauderdale County,1172.66666666667
53250,922,Medford,city,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3269.51100013057
50704,923,Altamonte Springs,city,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County,1575.46034585569
30760,924,Carlisle,city,PA,"Harrisburg-Carlisle, PA",Cumberland County,1308.97435897436
26483,925,Pico Rivera,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2176.66666666667
24420,926,Downers Grove,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2282.20238095238
46339,927,Lufkin,city,TX,"Lufkin, TX",Angelina County,1488.88888888889
16989,928,Bentonville,city,AR,"Fayetteville-Springdale-Rogers, AR",Benton County,1611.71008714597
53643,929,Novato,city,CA,"San Francisco-Oakland-Berkeley, CA",Marin County,3638.13055555556
6562,930,Pontiac,city,MI,"Detroit-Warren-Dearborn, MI",Oakland County,1318.88888888889
38465,931,Fairbanks,city,AK,"Fairbanks, AK",Fairbanks North Star Borough,1730.82010582011
43088,932,Wylie,city,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,1913.20297619048
45164,933,Encinitas,city,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4140.88222347985
13693,934,San Clemente,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3343.67716165414
21195,935,Wellington,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,3599.02512195122
53273,936,Meridian,city,MS,"Meridian, MS",Lauderdale County,1090
45565,937,Greenwich,city,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,5200.87914862915
41675,937,Westminster,city,MD,"Baltimore-Columbia-Towson, MD",Carroll County,1637.77777777778
5043,939,Hamden,city,CT,"New Haven-Milford, CT",New Haven County,2168.86498316498
37111,940,Altoona,city,PA,"Altoona, PA",Blair County,976
398893,941,Piscataway,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,2701.27777777778
4948,942,Grand Forks,city,ND,"Grand Forks, ND-MN",Grand Forks County,1169.76371484266
28195,943,Chambersburg,city,PA,"Chambersburg-Waynesboro, PA",Franklin County,1222.62962962963
45398,944,Gardena,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2358.7288961039
37015,945,Azusa,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2613.39316239316
26225,946,Novi,city,MI,"Detroit-Warren-Dearborn, MI",Oakland County,1881.61904761905
6021,947,Monterey Park,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2566.09523809524
4426,948,Dublin,city,OH,"Columbus, OH",Franklin County,1709.60463458111
19410,949,Mishawaka,city,IN,"South Bend-Mishawaka, IN-MI",Saint Joseph County,1177.7130952381
17172,950,Bristol,city,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,1563.77777777778
30829,951,Chantilly,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,3197.28571428571
45966,952,Joplin,city,MO,"Joplin, MO",Jasper County,1186.25119406737
27378,953,Taylorsville,city,UT,"Salt Lake City, UT",Salt Lake County,1654.06666666667
47526,954,Saint Peters,city,MO,"St. Louis, MO-IL",Saint Charles County,1725.89572649573
12067,955,Irvington,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,1874.72738603989
31506,956,Fairfield,city,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,3077
34721,957,West Allis,city,WI,"Milwaukee-Waukesha, WI",Milwaukee County,1394.375
13265,958,Petersburg,city,VA,"Richmond, VA",Dinwiddie County,1335.26169772257
26091,959,New Castle,city,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,1722.41666666667
17317,960,Carrollton,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,1435.79166666667
32500,961,Lima,city,OH,"Lima, OH",Allen County,1197.04166666667
11738,962,Griffin,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Spalding County,1296.73106060606
20164,963,Richland,city,WA,"Kennewick-Richland, WA",Benton County,1724.35560923242
6229,964,North Miami,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2261.7535483871
55748,965,Lansdale,city,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,1971.16666666667
19321,966,Meriden,city,CT,"New Haven-Milford, CT",New Haven County,1564.16666666667
20883,967,Union,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County,2530.14502164502
6032,968,Moore,city,OK,"Oklahoma City, OK",Cleveland County,1524.5174291939
25146,969,Hoboken,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,3826.9518828653
54212,970,Rosemead,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2906.94444444445
20782,971,Texarkana,city,TX,"Texarkana, TX-AR",Bowie County,1283.12121212121
398963,972,Manchester,city,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,1871.60042735043
19078,973,Lompoc,city,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County,2123.7962962963
136166,974,Coeur d'Alene,city,ID,"Coeur d'Alene, ID",Kootenai County,1732.79157588962
31861,975,Greensburg,city,PA,"Pittsburgh, PA",Westmoreland County,969.944444444445
6781,976,Riverdale,city,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,1709.28790123457
52480,977,Helena,city,MT,"Helena, MT",Lewis and Clark County,1464.55026455026
24682,978,Farmington,city,NM,"Farmington, NM",San Juan County,1523.18181818182
38049,979,Covington,city,LA,"New Orleans-Metairie, LA",Saint Tammany Parish,1574.25689223058
6267,979,Oak Lawn,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1734.02777777778
5710,981,Loveland,city,OH,"Cincinnati, OH-KY-IN",Clermont County,1802.78888888889
853909,982,Saint Johns,city,FL,"Jacksonville, FL",Saint Johns County,2086.95333333333
9969,983,Tinley Park,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1949.58333333333
15894,984,Wheaton,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2501.62962962963
38742,985,Goose Creek,city,SC,"Charleston-North Charleston, SC",Berkeley County,1964.42253302253
26102,987,New Iberia,city,LA,"Lafayette, LA",Iberia Parish,1157.36111111111
38809,988,Gretna,city,LA,"New Orleans-Metairie, LA",Jefferson Parish,1355.02976190476
27374,989,Taunton,city,MA,"Providence-Warwick, RI-MA",Bristol County,2119.44444444444
24544,990,Edmonds,city,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2112.28571428571
31172,991,Danville,city,VA,"Danville, VA",Pittsylvania County,1182.80555555556
21472,992,Annandale,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2376.94940476191
21685,993,Bayonne,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2318.14139194139
41319,994,Twin Falls,city,ID,"Twin Falls, ID",Twin Falls County,1704
46105,995,Lake Havasu City,city,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,1691.3731884058
5371,997,Kalispell,city,MT,"Kalispell, MT",Flathead County,1886.86868686869
38134,998,Danville,city,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,3987.74747474748
7962,999,Wilson,city,NC,"Wilson, NC",Wilson County,1416.25
33258,1000,Ormond Beach,city,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,2021.43722943723
6855,1001,Royal Oak,city,MI,"Detroit-Warren-Dearborn, MI",Oakland County,2120.40811965812
46465,1002,McLean,city,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2666.5533869116
46954,1003,Paducah,city,KY,"Paducah, KY-IL",McCracken County,1271.11111111111
4281,1004,Cupertino,city,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3846.78786710366
15128,1005,Kernersville,city,NC,"Winston-Salem, NC",Forsyth County,1718.19444444444
54450,1006,Smyrna,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,1624.64583333333
53487,1007,National City,city,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2431.11481481481
27272,1008,Stillwater,city,OK,"Stillwater, OK",Payne County,1308.72023809524
126392,1009,The Hammocks,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2407.63865079365
7797,1010,Waxahachie,city,TX,"Dallas-Fort Worth-Arlington, TX",Ellis County,1745.83080808081
39899,1011,Mount Prospect,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1753.7123268888
25550,1012,Lenexa,city,KS,"Kansas City, MO-KS",Johnson County,1494.20126984127
47252,1013,Punta Gorda,city,FL,"Punta Gorda, FL",Charlotte County,2617.80097793049
17050,1014,Blacksburg,city,VA,"Blacksburg-Christiansburg, VA",Montgomery County,2126.35642135642
39996,1015,Newark,city,OH,"Columbus, OH",Licking County,1196.25291005291
395552,1016,Freehold,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,2851.94444444445
30233,1017,Apache Junction,city,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1721.2619047619
12560,1018,Margate,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2154.2987012987
32180,1020,Jackson,city,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,3390.83333333333
30785,1021,Castro Valley,city,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2737.30158730159
7433,1022,Titusville,city,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County,1567.11769005848
28595,1023,Leesburg,city,FL,"Orlando-Kissimmee-Sanford, FL",Lake County,1629.56565656566
395489,1024,Princeton,city,NJ,"Trenton-Princeton, NJ",Mercer County,3200.77777777778
38718,1025,Glenview,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2380.36666666667
6943,1026,Santee,city,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2660.83653846154
44918,1027,Desoto,city,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1935.30077086656
833819,1028,Bensalem,city,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,1748.68055555556
5834,1029,Mason,city,OH,"Cincinnati, OH-KY-IN",Warren County,2087.39021164021
11564,1030,Gallatin,city,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,1628.06242562929
46039,1031,Kingman,city,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,1419.48253968254
5411,1032,Kettering,city,OH,"Dayton-Kettering, OH",Montgomery County,1284.82804232804
12716,1033,Midwest City,city,OK,"Oklahoma City, OK",Oklahoma County,1228.59817994183
37971,1034,Colton,city,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1862.87645687646
50985,1035,Berwyn,city,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1357.02380952381
10627,1036,Burlington,city,NC,"Burlington, NC",Alamance County,1342.72564102564
8384,1037,Fountain Valley,city,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2825.7130952381
9662,1038,Oregon City,city,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,1926.31111111111
30527,1039,Bonita Springs,city,FL,"Cape Coral-Fort Myers, FL",Lee County,2877.64795321637
27771,1040,Warren,city,OH,"Youngstown-Warren-Boardman, OH-PA",Trumbull County,974.777777777778
10264,1041,Bartlett,city,TN,"Memphis, TN-MS-AR",Shelby County,1899.16666666667
14603,1042,Weymouth,city,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,2399.31520467836
53381,1043,Monroe,city,NC,"Charlotte-Concord-Gastonia, NC-SC",Union County,1999.4898989899
4151,1044,Coconut Creek,city,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2301.67668546679
